source,id,title,company,city,remote,salary,skills,collected_at,search_keyword
Habr,habr_data_analisys,Анализ данных,Не указана,Не указан,False,,"SQL, Python, Математическая статистика, PowerBI, Microsoft Excel",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/data_analisys
Habr,habr_vizualizatsiya,Визуализация,Не указана,Не указан,False,,"SQL, Python, Математическая статистика, PowerBI, Microsoft Excel",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/vizualizatsiya
Habr,habr_1000159384,Разработчик 1С / Специалист по интеграции (Мегаплан + 1С),Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000159384
Habr,habr_konsultant_1s,Администрирование 1С,Не указана,Не указан,False,,"RESTful API, HTTP, Разработка под 1С, XML, RESTful API",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/konsultant_1s
Habr,habr_http,HTTP,Не указана,Не указан,False,,"Администрирование 1С, RESTful API, Разработка под 1С, XML, RESTful API",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/http
Habr,habr_razrabotka-pod-1s,Разработка под 1С,Не указана,Не указан,False,,"Администрирование 1С, RESTful API, HTTP, XML, RESTful API",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/razrabotka-pod-1s
Habr,habr_1000164486,Главный специалист управления уязвимостями (SOC VM),Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000164486
Habr,habr_threat_analysis,Анализ угроз,Не указана,Не указан,False,,"SIEM, Защита информации",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/threat_analysis
Habr,habr_specialist_po_zashite_informacii,Защита информации,Не указана,Не указан,False,,"SIEM, Анализ угроз",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/specialist_po_zashite_informacii
Habr,habr_1000164814,Инженер по тестированию / QA engineer (Виртуализация),Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000164814
Habr,habr_1000135389,Аналитик данных,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000135389
Habr,habr_produktovaya-analitika,Продуктовая аналитика,Не указана,Не указан,False,,"SQL, Python, Python, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/produktovaya-analitika
Habr,habr_1000164179,Data Engineer,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000164179
Habr,habr_1000166244,Team Lead автоматизации тестирования (SDET),Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000166244
Habr,habr_teamcity,TeamCity,Не указана,Не указан,False,,"Python, Python, Docker, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/teamcity
Habr,habr_1000164806,Руководитель команды разработки / TechLead,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000164806
Habr,habr_1000166148,Data Analyst / Data Scientist (Fintech / Payments),Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000166148
Habr,habr_1000165037,Старший аналитик,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000165037
Habr,habr_1000166362,Продуктовый аналитик  (геймдев),Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000166362
Habr,habr_tableau,Tableau,Не указана,Не указан,False,,"SQL, Python, Математическая статистика, SQL, SQL",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/tableau
Habr,habr_1000147159,AppSeс - инженер,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000147159
Habr,habr_devsecops,DevSecOps,Не указана,Не указан,False,,"Python, Python, Python, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/devsecops
Habr,habr_1000166352,MLops инженер,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000166352
Habr,habr_hadoop,Apache Hadoop,Не указана,Не указан,False,,"Python, Python, Python, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/hadoop
Habr,habr_1000166002,Продуктовый аналитик в Путешествия,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000166002
Habr,habr_1000161037,Ведущий инженер L3,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000161037
Habr,habr_osi-model,Osi model,Не указана,Не указан,False,,"Python, Python, Linux, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/osi-model
Habr,habr_terraform,Terraform,Не указана,Не указан,False,,"Python, Python, Linux, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/terraform
Habr,habr_1000166246,DevOps-инженер,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000166246
Habr,habr_githubactions,GitHub Actions,Не указана,Не указан,False,,"Python, Python, Docker, Linux, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/githubactions
Habr,habr_nginx,Nginx,Не указана,Не указан,False,,"Python, Python, Docker, Linux, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/nginx
Habr,habr_grafana,Grafana,Не указана,Не указан,False,,"Python, Python, Docker, Linux, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/grafana
Habr,habr_1000166242,Lead Rust,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000166242
Habr,habr_rust,Rust,Не указана,Не указан,False,,"PostgreSQL, Python, Python, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/rust
Habr,habr_1000166150,Lead Data Analyst / Analytics Lead,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000166150
Habr,habr_1000165871,Специалист по защите информации (тестирование),Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000165871
Habr,habr_1000166177,Руководитель отдела аналитики,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000166177
Habr,habr_1000164788,Системный аналитик,Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000164788
Habr,habr_1000165408,Сетевой инженер (ethernet-коммутаторы),Не указана,Не указан,False,,,2026-05-11 17:35:18,python,https://career.habr.com/vacancies/1000165408
Habr,habr_administrirovanie-setey,Администрирование сетей,Не указана,Не указан,False,,"Python, Python, Linux, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/administrirovanie-setey
Habr,habr_administrirovanie-oborudovaniya-cisco-systems,Администрирование оборудования Cisco,Не указана,Не указан,False,,"Python, Python, Linux, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/administrirovanie-oborudovaniya-cisco-systems
Habr,habr_cisco-ccna,Cisco CCNA,Не указана,Не указан,False,,"Python, Python, Linux, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/cisco-ccna
Habr,habr_ccna,CCNA,Не указана,Не указан,False,,"Python, Python, Linux, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/ccna
Habr,habr_cisco-ccnp,Cisco CCNP,Не указана,Не указан,False,,"Python, Python, Linux, Python, Python",2026-05-11 17:35:18,python,https://career.habr.com/vacancies/skills/cisco-ccnp
Habr,habr_1000166007,SRE Engineer,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000166007
Habr,habr_zabbix,Zabbix,Не указана,Не указан,False,,"Linux, Prometheus, Python, Bash, Powershell",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/zabbix
Habr,habr_prometheus,Prometheus,Не указана,Не указан,False,,"Linux, Zabbix, Python, Bash, Powershell",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/prometheus
Habr,habr_powershell,Powershell,Не указана,Не указан,False,,"Linux, Zabbix, Prometheus, Python, Bash",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/powershell
Habr,habr_splunk,Splunk,Не указана,Не указан,False,,"Linux, Zabbix, Prometheus, Python, Bash",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/splunk
Habr,habr_elk-stack,ELK Stack,Не указана,Не указан,False,,"Linux, Zabbix, Prometheus, Python, Bash",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/elk-stack
Habr,habr_1000164113,Системный разработчик С++ в команду основных компонентов,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000164113
Habr,habr_1000153953,Data Engineer mid (DWH),Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000153953
Habr,habr_1000165592,"Продуктовый аналитик (только офис, Владивосток)",Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000165592
Habr,habr_metabase,Metabase,Не указана,Не указан,False,,"Python, Python, Python, ClickHouse, MySQL",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/metabase
Habr,habr_1000165353,Аналитик сетевой безопасности,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000165353
Habr,habr_ospf,OSPF,Не указана,Не указан,False,,"Python, Powershell, SQL, Python, SQL",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/ospf
Habr,habr_vpn,Настройка VPN,Не указана,Не указан,False,,"Python, Powershell, SQL, Python, SQL",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/vpn
Habr,habr_1000165619,Сетевой инженер,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000165619
Habr,habr_vmware,VMware,Не указана,Не указан,False,,"Zabbix, Python, Python, Python, Python",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/vmware
Habr,habr_mikrotik,Mikrotik,Не указана,Не указан,False,,"Zabbix, Python, Python, Python, Python",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/mikrotik
Habr,habr_1000165809,Инженер данных,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000165809
Habr,habr_1000164875,Эксперт направления оценки соответствия требованиям ИБ (compliance),Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000164875
Habr,habr_sdl_sdlc,SDL/SDLC,Не указана,Не указан,False,,"Linux, Python, Splunk, Python, Linux",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/sdl_sdlc
Habr,habr_1000166180,Go Developer,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000166180
Habr,habr_1000164295,Руководитель группы разработки Sandbox в DevTools,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000164295
Habr,habr_upravlenie-proektami,Управление проектами,Не указана,Не указан,False,,"Python, Python, Python, Python, Python",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/upravlenie-proektami
Habr,habr_1000163189,Инженер техподдержки L2,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000163189
Habr,habr_1000166335,Специалист по сертификационным испытаниям (ФСТЭК),Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000166335
Habr,habr_provedenie-issledovaniy,Проведение исследований,Не указана,Не указан,False,,"Python, Python, C++, Python, Python",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/provedenie-issledovaniy
Habr,habr_1000161260,Java (Т-банк),Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000161260
Habr,habr_1000166209,Appsec,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000166209
Habr,habr_grpc,gRPC,Не указана,Не указан,False,,"Docker, OWASP, SAST/DAST, Docker, CI/CD",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/grpc
Habr,habr_1000164856,Старший LLM-разработчик в сервис Нейроюрист,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000164856
Habr,habr_1000164330,Архитектор,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000164330
Habr,habr_1000160479,Reverse-инженер,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000160479
Habr,habr_obratnaya-razrabotka,Обратная разработка,Не указана,Не указан,False,,"Python, Python, Python, Python, Python",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/obratnaya-razrabotka
Habr,habr_frida,Frida,Не указана,Не указан,False,,"Python, Python, Python, Python, Python",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/frida
Habr,habr_1000166314,Dev Team Lead/ Tech Lead/ Технический директор,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000166314
Habr,habr_next-js,Next.js,Не указана,Не указан,False,,"Python, Python, Python, Python, Python",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/next-js
Habr,habr_graphql,GraphQL,Не указана,Не указан,False,,"Python, Python, Python, Python, Python",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/graphql
Habr,habr_1000163830,Руководитель группы разработки Автосборки в DevTools,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000163830
Habr,habr_1000165990,Программист C++ (Qt),Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000165990
Habr,habr_1000163829,Разработчик на Java в команду B2B-платформы Яндекс 360,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000163829
Habr,habr_1000166278,Старший инженер AppSec,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000166278
Habr,habr_1000163215,DevSecOps инженер (DevOps),Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000163215
Habr,habr_1000166269,Senior Rendering engineer C++ в 3D Карту,Не указана,Не указан,False,,,2026-05-11 17:35:22,python,https://career.habr.com/vacancies/1000166269
Habr,habr_opengl,OpenGL,Не указана,Не указан,False,,"C++, C++, C++, C++, DirectX",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/opengl
Habr,habr_directx,DirectX,Не указана,Не указан,False,,"C++, C++, C++, C++, OpenGL",2026-05-11 17:35:22,python,https://career.habr.com/vacancies/skills/directx
Habr,habr_1000161071,ИТ Лид команды разработки (java),Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000161071
Habr,habr_upravlenie-razrabotkoy,Управление разработкой,Не указана,Не указан,False,,"Java, Управление людьми, Планирование, Построение команды, Ведение переговоров",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/upravlenie-razrabotkoy
Habr,habr_planirovanie,Планирование,Не указана,Не указан,False,,"Java, Управление людьми, Управление разработкой, Построение команды, Ведение переговоров",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/planirovanie
Habr,habr_postroenie-komandy,Построение команды,Не указана,Не указан,False,,"Java, Управление людьми, Управление разработкой, Планирование, Ведение переговоров",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/postroenie-komandy
Habr,habr_vedenie-peregovorov,Ведение переговоров,Не указана,Не указан,False,,"Java, Управление людьми, Управление разработкой, Планирование, Построение команды",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/vedenie-peregovorov
Habr,habr_organizatsiya-biznes-protsessov,Организация бизнес-процессов,Не указана,Не указан,False,,"Java, Управление людьми, Управление разработкой, Планирование, Построение команды",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/organizatsiya-biznes-protsessov
Habr,habr_1000165362,MLOps Engineer,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000165362
Habr,habr_1000166326,"Fullstack-разработчик (Go, Java, React)",Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000166326
Habr,habr_1000159161,Тимлид сетевого отдела,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000159161
Habr,habr_zaschita-ot-ddos,Защита от DDOS,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/zaschita-ot-ddos
Habr,habr_razrabotka_sistem_zashiti_informacii,Разработка систем защиты информации,Не указана,Не указан,False,,Защита от DDOS,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/razrabotka_sistem_zashiti_informacii
Habr,habr_1000166379,QA Automation / SDET [TypeScript],Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000166379
Habr,habr_1000166261,Программист C++ (NGFW),Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000166261
Habr,habr_ngfw,NGFW,Не указана,Не указан,False,,"Linux, C++, Linux, Linux, C++",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/ngfw
Habr,habr_1000165292,Системный инженер (SIEM),Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000165292
Habr,habr_sistemnij_administrator_windows,Администрирование Windows,Не указана,Не указан,False,,"SQL, Linux, Linux, SIEM, Безопасность сетей",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/sistemnij_administrator_windows
Habr,habr_bezopasnost-setey,Безопасность сетей,Не указана,Не указан,False,,"SQL, Linux, Linux, Администрирование Windows, SIEM",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/bezopasnost-setey
Habr,habr_active-directory,Active directory,Не указана,Не указан,False,,"SQL, Linux, Linux, Администрирование Windows, SIEM",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/active-directory
Habr,habr_dhcp,DHCP,Не указана,Не указан,False,,"SQL, Linux, Linux, Администрирование Windows, SIEM",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/dhcp
Habr,habr_1000165330,DevSecOps специалист,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000165330
Habr,habr_1000165964,Инженер внедрения систем мониторинга ИБ,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000165964
Habr,habr_1000166172,Senior CV разработчик,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000166172
Habr,habr_computer-science,Computer Science,Не указана,Не указан,False,,"Компьютерное зрение, Deep Learning, PyTorch",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/computer-science
Habr,habr_1000165802,Разработчик C++,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000165802
Habr,habr_1000166367,Data Engineer,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000166367
Habr,habr_spark,Apache Spark,Не указана,Не указан,False,,"ClickHouse, Greenplum, Apache Airflow, ETL, ClickHouse",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/spark
Habr,habr_1000163567,SDET Java,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000163567
Habr,habr_1000129519,Разработчик C# (.NET),Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000129519
Habr,habr_mssql,Microsoft SQL,Не указана,Не указан,False,,"Apache Kafka, PostgreSQL, ООП, Entity framework, RabbitMQ",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/mssql
Habr,habr_entity-framework,Entity framework,Не указана,Не указан,False,,"Apache Kafka, PostgreSQL, Microsoft SQL, ООП, RabbitMQ",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/entity-framework
Habr,habr_asp-net,ASP.NET,Не указана,Не указан,False,,"Apache Kafka, PostgreSQL, Microsoft SQL, ООП, Entity framework",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/asp-net
Habr,habr_1000165612,Java Developer,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000165612
Habr,habr_1000161573,Стажер java разработчик,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000161573
Habr,habr_1000161187,Java разработчик,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000161187
Habr,habr_1000166280,C++ red team developer,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000166280
Habr,habr_assembler,Assembler,Не указана,Не указан,False,,"C++, C++, C#, C++, C",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/assembler
Habr,habr_llvm,LLVM,Не указана,Не указан,False,,"C++, C++, C#, C++, C",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/llvm
Habr,habr_1000166152,Full Stack Developer,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000166152
Habr,habr_1000133845,Middle/Middle+ SRE Engineer (Дальний Восток),Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000133845
Habr,habr_jenkins,Jenkins,Не указана,Не указан,False,,"CI/CD, CI/CD, Kubernetes, Powershell, Python",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/jenkins
Habr,habr_1000160764,Продуктовый аналитик (Рекомендации в Поиск),Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000160764
Habr,habr_1000164815,Инженер по тестированию / QA engineer (Linux),Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000164815
Habr,habr_programmist_perl,Perl,Не указана,Не указан,False,,"Linux, Linux, Linux, Linux, Python",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/programmist_perl
Habr,habr_1000162421,Аналитик данных (Внутренний контроль),Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000162421
Habr,habr_1000161696,Архитектор (Data/AI),Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000161696
Habr,habr_simple-storage-service,Объектное хранилище S3,Не указана,Не указан,False,,"Apache Airflow, ETL, Python, Python, Python",2026-05-11 17:35:26,python,https://career.habr.com/vacancies/skills/simple-storage-service
Habr,habr_1000166156,Разработчик рантайма в Алису,Не указана,Не указан,False,,,2026-05-11 17:35:26,python,https://career.habr.com/vacancies/1000166156
Habr,habr_1000165890,Разработчик на С++ в группу пешеходной и транспортной навигации,Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000165890
Habr,habr_1000157732,Продуктовый аналитик (Департамент Медиа | ADS),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000157732
Habr,habr_1000165117,Data Engineer/Дата инженер (ученик),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000165117
Habr,habr_1000165572,ML Engineer (NLP),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000165572
Habr,habr_1000166161,QA Engineer (Next.js + NestJS),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000166161
Habr,habr_nestjs,NestJS,Не указана,Не указан,False,,"PostgreSQL, Docker, Next.js, REST, CI/CD",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/nestjs
Habr,habr_1000166247,Backend Developer (Laravel),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000166247
Habr,habr_1000166253,QA - FullStack (TypeScript + Playwright),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000166253
Habr,habr_1000165859,Разработчик 1С ERP (ГПХ),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000165859
Habr,habr_1s-erp,1C: ERP,Не указана,Не указан,False,,Разработка под 1С,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/1s-erp
Habr,habr_programmist_1c,Разработка под 1С,Не указана,Не указан,False,,1C: ERP,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/programmist_1c
Habr,habr_1000161371,Системный аналитик,Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000161371
Habr,habr_1000147285,Automation QA (Java),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000147285
Habr,habr_1000146318,QA Engineer Mobile fullstack (Java),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000146318
Habr,habr_soap,SOAP,Не указана,Не указан,False,,"PostgreSQL, PostgreSQL, Java, Selenium, Java",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/soap
Habr,habr_selenide,Selenide,Не указана,Не указан,False,,"PostgreSQL, PostgreSQL, Java, Selenium, Java",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/selenide
Habr,habr_appium,Appium,Не указана,Не указан,False,,"PostgreSQL, PostgreSQL, Java, Selenium, Java",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/appium
Habr,habr_rest-assured,REST Assured,Не указана,Не указан,False,,"PostgreSQL, PostgreSQL, Java, Selenium, Java",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/rest-assured
Habr,habr_1000164916,Developer C++ (KSMG),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000164916
Habr,habr_razrabotka-programmnogo-obespecheniya,Разработка программного обеспечения,Не указана,Не указан,False,,"C++, C++",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/razrabotka-programmnogo-obespecheniya
Habr,habr_1000166262,Fullstack QA (Mobile + Load),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000166262
Habr,habr_1000165157,Web тестировщик (в офис),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000165157
Habr,habr_testrail,TestRail,Не указана,Не указан,False,,"SQL, SQL, SQL, REST, Selenium",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/testrail
Habr,habr_1000156821,Системный аналитик,Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000156821
Habr,habr_bpmn,BPMN,Не указана,Не указан,False,,"SQL, SQL, SQL, REST, SQL",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/bpmn
Habr,habr_sistemnaya-analitika,Системная аналитика,Не указана,Не указан,False,,"SQL, SQL, SQL, REST, SQL",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/sistemnaya-analitika
Habr,habr_sistemnaya-integratsiya,Системная интеграция,Не указана,Не указан,False,,"SQL, SQL, SQL, REST, SQL",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/sistemnaya-integratsiya
Habr,habr_1000164447,"Backend Developer (PHP, Yii2)",Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000164447
Habr,habr_1000158318,Senior/Lead Frontend разработчик (React),Не указана,Не указан,False,,,2026-05-11 17:35:29,python,https://career.habr.com/vacancies/1000158318
Habr,habr_webpack,Webpack,Не указана,Не указан,False,,"TypeScript, TypeScript, React, TypeScript, MobX",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/webpack
Habr,habr_mobx,MobX,Не указана,Не указан,False,,"TypeScript, TypeScript, React, TypeScript, Webpack",2026-05-11 17:35:29,python,https://career.habr.com/vacancies/skills/mobx
